Datetime,Global_active_power_sum,Global_reactive_power_sum,Global_intensity_sum,Sub_metering_1_sum,Sub_metering_2_sum,Sub_metering_3_sum,Voltage_mean
2007-07-07,45.27353333632151,7.134800008932749,11620.400003135204,1994.0,6094.0,20354.0,239.9101388613383
2007-07-08,36.30266664326191,6.564000009124478,9473.200009584427,3650.0,5662.0,10554.0,240.33889564938016
2007-07-09,39.33859999825557,5.747400004292528,10126.800006270409,1846.0,1188.0,18772.0,240.61764585706922
2007-07-10,30.277466711898644,5.874800010770559,8024.000002026558,134.0,4454.0,9262.0,239.98305549621583
2007-07-11,24.0784000210464,5.128533335278432,6334.400017023087,2030.0,1294.0,10568.0,241.03003462685479
2007-07-12,35.652733319997786,6.969933338835835,9312.800003409386,2058.0,5100.0,12838.0,240.7646178457472
2007-07-13,26.479400053123634,6.889799998452266,7058.400013327599,0.0,1266.0,8854.0,240.8548057238261
2007-07-14,42.93899999335408,8.615000011523565,11214.799951195717,7550.0,3936.0,13208.0,241.2918819003635
2007-07-15,30.567466674745084,7.7727333301057415,8100.0000240802765,1724.0,1264.0,11170.0,240.59654963835504
2007-07-16,28.455799990395704,7.798666680107514,7662.400007009506,1660.0,1390.0,8352.0,236.50723592970107
2007-07-17,23.987733329087497,5.869600004081925,6555.600004553795,1696.0,1388.0,6670.0,234.7412569893731
2007-07-18,25.23606665333112,5.217133342723051,6874.000012040138,1818.0,1342.0,9256.0,231.08822911580404
2007-07-19,22.596199980626505,6.233733338365952,6174.400000572205,2136.0,1406.0,6260.0,234.26186099582247
2007-07-20,37.014066716531914,7.437266678983966,9940.800012111664,4222.0,4836.0,9530.0,235.56890266206528
2007-07-21,35.341599970310924,7.871933336680134,9479.600048065186,856.0,1024.0,15512.0,234.25662475162082
2007-07-22,45.85913334290186,7.274866667514046,12164.000027894974,14182.0,4272.0,11126.0,235.96373193673247
2007-07-23,33.03393339986602,4.792333345487714,8858.80003118515,3494.0,2576.0,7694.0,234.50086805555554
2007-07-24,27.509466660271087,3.7603333480656147,7346.8000074625015,0.0,3214.0,11198.0,235.36304184595744
2007-07-25,15.752000071108341,3.6077999992916983,4260.400029301643,0.0,302.0,4666.0,235.64104865392048
2007-07-26,30.816666629662116,3.8364000135411818,8174.000019788742,1950.0,7266.0,8692.0,234.94372222688463
2007-07-27,40.08379999697208,4.015200002243121,10435.200020194054,3674.0,98.0,14314.0,235.55368052588568
2007-07-28,54.06206666380167,5.95766666593651,14232.000019013882,1814.0,20530.0,13118.0,235.50723616282144
2007-07-29,10.703866655379533,3.9525333271672327,2976.400000870228,0.0,0.0,2576.0,235.71203490363226
2007-07-30,15.560533396402995,4.316399994244178,4225.600015461445,0.0,0.0,5056.0,235.53022927178276
2007-07-31,27.077733269582193,4.859533339987198,7207.199999570847,6554.0,0.0,7150.0,234.91481245888605
2007-08-01,35.344600041459,4.751866682370504,9233.199993371964,3166.0,0.0,19624.0,235.00917560773638
2007-08-02,33.9805332839489,4.831800008565187,8890.799968481064,964.0,0.0,13738.0,234.85659019682143
2007-08-03,35.44546669870615,4.179599998146296,9236.80001103878,1916.0,0.0,18278.0,234.48560421201918
2007-08-04,38.166333302607136,4.640866678456465,9942.799989461899,1104.0,796.0,15932.0,235.25722216500176
2007-08-05,26.236600045363108,5.041799998283386,7018.0000014305115,338.0,0.0,13294.0,235.11527099609376
2007-08-06,36.32400003249447,5.147800005103151,9553.200042903423,2192.0,0.0,15970.0,234.70274322297837
2007-08-07,49.452666715532544,4.372733342895905,12746.800016999245,874.0,4336.0,18084.0,234.5538820690579
2007-08-08,37.51606670568387,3.969866670668125,9735.999994277954,2110.0,2222.0,19320.0,234.51237510045368
2007-08-09,35.72266658917069,3.64913334051768,9424.399983644485,364.0,9030.0,13292.0,234.2143887731764
2007-08-10,34.2669999671479,3.921866670871774,9013.600017011166,672.0,5302.0,16574.0,234.48881266911823
2007-08-11,36.388333365569515,3.8590000119060277,9462.800030767918,2360.0,1820.0,20678.0,234.98018046485052
2007-08-12,41.39680001760522,4.259200011069576,10779.200005292892,2246.0,2312.0,17164.0,235.66485431459216
2007-08-13,38.43373331626256,4.364666664227843,9932.400032937527,186.0,952.0,22202.0,235.2165696779887
2007-08-14,31.37300001382828,4.400333348164955,8220.000021457672,1902.0,1370.0,12512.0,237.0763889312744
2007-08-15,39.72866669545571,5.325466686735551,10201.200005710125,676.0,1016.0,19574.0,239.99340968661838
2007-08-16,31.94986671283841,4.384400017435352,8190.400002717972,1924.0,0.0,14952.0,239.7376596768697
2007-08-17,33.6630667231977,4.2462666838119425,8586.799992322922,488.0,0.0,15538.0,240.49404845767552
2007-08-18,11.598666692028443,3.9746666898330054,3107.2000047564507,0.0,0.0,3660.0,241.2796318160163
2007-08-19,47.409799949079755,5.333933347587784,12274.400020718575,2050.0,17824.0,11978.0,239.95366668701172
2007-08-20,44.62806665350993,5.196000020578504,11414.399989545345,2064.0,13930.0,14766.0,241.3006944762336
2007-08-21,21.418533370892206,5.243600022544464,5647.9999804496765,0.0,76.0,6592.0,240.5730555958218
2007-08-22,40.326933363825084,5.142933362722397,10285.199977695942,6096.0,3672.0,14482.0,240.8173195309109
2007-08-23,37.077066735178235,5.265133344009518,9591.200034022331,5004.0,518.0,10684.0,240.64730570051404
2007-08-24,55.20713338752588,8.756400006140272,14213.200009167194,3782.0,7564.0,19888.0,240.49464208670503
2007-08-25,38.36266662503282,9.084933321923018,10234.800034701824,8298.0,4382.0,11356.0,239.85982633166844
2007-08-26,43.830200034379956,9.979600020622213,11556.399996459484,3082.0,7290.0,11316.0,239.9509167989095
2007-08-27,40.39099997356534,9.969466681281725,10630.800000965595,4610.0,2458.0,12688.0,239.92358309427897
2007-08-28,33.23346671015024,6.037133329858382,8628.799995183945,2076.0,4936.0,10966.0,239.54987500508625
2007-08-29,24.933066659917433,5.84753334025542,6565.19999653101,1914.0,1124.0,9864.0,240.74499310387506
2007-08-30,40.08193322519461,6.3682666900257265,10380.400035619736,7644.0,5160.0,8442.0,240.57317356533474
